Blinded Mouse Letter	Fecal Pellet Number	Fecal Pellet Section	Initials	Measurement Number	Measurement																				
L	2	4	MA	4	88.836																				
L	2	4	MA	5	103.417																				
L	2	5	MA	1	68.201																				
L	2	5	MA	2	68.889																				
L	2	5	MA	3	81.958																				
L	2	5	MA	4	61.445																				
L	2	5	MA	5	78.406																				
L	3	6	MA	1	51.225																				
L	3	6	MA	2	66.275																				
L	3	6	MA	3	45.745																				
L	3	6	MA	4	49.717																				
L	3	6	MA	5	50.656																				
L	3	7	MA	1	54.918																				
L	3	7	MA	2	49.621																				
L	3	7	MA	3	65.307																				
L	3	7	MA	4	79.712																				
L	3	7	MA	5	44.011																				
M	2	5	MA	1	39.472																				
M	2	5	MA	2	16.740																				
M	2	5	MA	3	23.713																				
M	2	5	MA	4	17.455																				
M	2	5	MA	5	38.185																				
M	2	6	MA	1	35.430																				
M	2	6	MA	2	25.883																				
M	2	6	MA	3	25.381																				
M	2	6	MA	4	17.345																				
M	2	6	MA	5	42.565																				
N	2	5	MA	1	36.194																				
N	2	5	MA	2	57.839																				
N	2	5	MA	3	36.303																				
N	2	5	MA	4	36.274																				
N	2	5	MA	5	33.802																				
N	2	6	MA	1	32.590																				
N	2	6	MA	2	40.423																				
N	2	6	MA	3	26.869																				
N	2	6	MA	4	35.034																				
N	2	6	MA	5	45.109																				
O	2	1	MA	1	41.707																				
O	2	1	MA	2	24.403																				
O	2	1	MA	3	20.272																				
O	2	1	MA	4	27.902																				
O	2	1	MA	5	23.874																				
O	2	6	MA	1	26.612																				
O	2	6	MA	2	21.452																				
O	2	6	MA	3	21.004																				
O	2	6	MA	4	20.880																				
O	2	6	MA	5	24.210																				
O	3	1	MA	1	34.957																				
O	3	1	MA	2	25.726																				
O	3	1	MA	3	38.551																				
O	3	1	MA	4	34.026																				
O	3	1	MA	5	37.470																				
O	3	6	MA	1	38.171																				
O	3	6	MA	2	31.982																				
O	3	6	MA	3	26.221																				
O	3	6	MA	4	39.110																				
O	3	6	MA	5	33.653																				
P	3	4	MA	1	22.808																				
P	3	4	MA	2	32.784																				
P	3	4	MA	3	30.179																				
P	3	4	MA	4	25.881																				
P	3	4	MA	5	17.538																				
P	3	6	MA	1	24.025																				
P	3	6	MA	2	18.426																				
P	3	6	MA	3	21.210																				
P	3	6	MA	4	22.111																				
P	3	6	MA	5	27.777																				
Q	1	4	MA	1	30.989																				
Q	1	4	MA	2	31.887																				
Q	1	4	MA	3	48.757																				
Q	1	4	MA	4	32.491																				
Q	1	4	MA	5	51.373																				
Q	1	9	MA	1	26.975																				
Q	1	9	MA	2	40.585																				
Q	1	9	MA	3	36.312																				
Q	1	9	MA	4	46.623																				
Q	1	9	MA	5	45.632																				
R	1	8	MA	1	32.823																				
R	1	8	MA	2	23.529																				
R	1	8	MA	3	35.661																				
R	1	8	MA	4	31.731																				
R	1	8	MA	5	32.590																				
R	1	9	MA	1	22.174																				
R	1	9	MA	2	30.136																				
R	1	9	MA	3	33.902																				
R	1	9	MA	4	45.318																				
R	1	9	MA	5	22.136																				
S	1	2	MA	1	29.801																				
S	1	2	MA	2	25.246																				
S	1	2	MA	3	21.032																				
S	1	2	MA	4	36.893																				
S	1	2	MA	5	31.745																				
S	1	3	MA	1	25.401																				
S	1	3	MA	2	25.368																				
S	1	3	MA	3	33.919																				
S	1	3	MA	4	35.494																				
S	1	3	MA	5	23.499																				
S	2	2	MA	1	72.714																				
S	2	2	MA	2	72.714																				
S	2	2	MA	3	56.983																				
S	2	2	MA	4	74.303																				
S	2	2	MA	5	71.312																				
S	2	5	MA	1	79.161																				
S	2	5	MA	2	48.500																				
S	2	5	MA	3	72.956																				
S	2	5	MA	4	53.813																				
S	2	5	MA	5	70.224																				
S	3	2	MA	1	26.633																				
S	3	2	MA	2	26.046																				
S	3	2	MA	3	28.788																				
S	3	2	MA	4	27.945																				
S	3	2	MA	5	41.707																				
S	3	6	MA	1	23.611																				
S	3	6	MA	2	26.670																				
S	3	6	MA	3	31.934																				
S	3	6	MA	4	25.749																				
S	3	6	MA	5	17.122																				
T	3	2	MA	1	21.521																				
T	3	2	MA	2	13.611																				
T	3	2	MA	3	15.908																				
T	3	2	MA	4	13.430																				
T	3	2	MA	5	26.690																				
T	3	6	MA	1	24.802																				
T	3	6	MA	2	17.044																				
T	3	6	MA	3	18.728																				
T	3	6	MA	4	14.933																				
T	3	6	MA	5	11.457																				
T	4	4	MA	1	23.431																				
T	4	4	MA	2	25.346																				
T	4	4	MA	3	30.446																				
T	4	4	MA	4	16.476																				
T	4	4	MA	5	20.434																				
T	4	7	MA	1	25.916																				
T	4	7	MA	2	19.484																				
T	4	7	MA	3	23.750																				
T	4	7	MA	4	24.908																				
T	4	7	MA	5	32.799																				
T	5	4	MA	1	31.480																				
T	5	4	MA	2	18.550																				
T	5	4	MA	3	19.619																				
T	5	4	MA	4	30.701																				
T	5	4	MA	5	18.992																				
T	5	5	MA	1	30.212																				
T	5	5	MA	2	34.442																				
T	5	5	MA	3	16.356																				
T	5	5	MA	4	28.792																				
T	5	5	MA	5	21.163																				
U	1	5	MA	1	129.834																				
U	1	5	MA	2	102.262																				
U	1	5	MA	3	139.340																				
U	1	5	MA	4	195.381																				
U	1	5	MA	5	138.676																				
U	1	6	MA	1	142.868																				
U	1	6	MA	2	148.878																				
U	1	6	MA	3	84.519																				
U	1	6	MA	4	182.448																				
U	1	6	MA	5	227.358																				
U	2	3	MA	1	83.748																				
U	2	3	MA	2	150.044																				
U	2	3	MA	3	49.670																				
U	2	3	MA	4	57.049																				
U	2	3	MA	5	73.629																				
U	2	5	MA	1	90.388																				
U	2	5	MA	2	87.535																				
U	2	5	MA	3	131.579																				
U	2	5	MA	4	50.221																				
U	2	5	MA	5	70.757																				
V	1	4	MA	1	44.063																				
V	1	4	MA	2	56.183																				
V	1	4	MA	3	26.380																				
V	1	4	MA	4	32.843																				
V	1	4	MA	5	22.735																				
V	1	7	MA	1	41.618																				
V	1	7	MA	2	42.824																				
V	1	7	MA	3	29.593																				
V	1	7	MA	4	21.922																				
V	1	7	MA	5	33.304																				
W	1	2	MA	1	30.691																				
W	1	2	MA	2	31.003																				
W	1	2	MA	3	28.448																				
W	1	2	MA	4	21.971																				
W	1	2	MA	5	22.119																				
W	1	3	MA	1	23.733																				
W	1	3	MA	2	32.009																				
W	1	3	MA	3	24.510																				
W	1	3	MA	4	32.159																				
W	1	3	MA	5	21.502																				
W	2	3	MA	1	21.408																				
W	2	3	MA	2	31.189																				
W	2	3	MA	3	29.686																				
W	2	3	MA	4	35.907																				
W	2	3	MA	5	23.104																				
W	2	4	MA	1	22.885																				
W	2	4	MA	2	33.806																				
W	2	4	MA	3	27.346																				
W	2	4	MA	4	32.470																				
W	2	4	MA	5	28.196																				
W	3	2	MA	1	19.527																				
W	3	2	MA	2	24.139																				
W	3	2	MA	3	26.971																				
W	3	2	MA	4	35.559																				
W	3	2	MA	5	34.324																				
W	3	3	MA	1	37.353																				
W	3	3	MA	2	33.960																				
W	3	3	MA	3	45.559																				
W	3	3	MA	4	25.734																				
W	3	3	MA	5	25.454																				
W	4	3	MA	1	56.144																				
W	4	3	MA	2	29.054																				
W	4	3	MA	3	25.370																				
W	4	3	MA	4	57.830																				
W	4	3	MA	5	29.768																				
W	4	4	MA	1	43.552																				
W	4	4	MA	2	15.881																				
W	4	4	MA	3	26.644																				
W	4	4	MA	4	16.140																				
W	4	4	MA	5	30.659																				
X	1	1	MA	1	29.701																				
X	1	1	MA	2	24.584																				
X	1	1	MA	3	32.752																				
X	1	1	MA	4	24.210																				
X	1	1	MA	5	37.122																				
X	1	5	MA	1	35.655																				
X	1	5	MA	2	73.649																				
X	1	5	MA	3	42.411																				
X	1	5	MA	4	22.481																				
X	1	5	MA	5	25.468																				
Y	2	4	MA	1	23.223																				
Y	2	4	MA	2	37.174																				
Y	2	4	MA	3	21.532																				
Y	2	4	MA	4	42.466																				
Y	2	4	MA	5	42.466																				
Y	2	5	MA	1	26.489																				
Y	2	5	MA	2	29.507																				
Y	2	5	MA	3	28.663																				
Y	2	5	MA	4	24.218																				
Y	2	5	MA	5	24.780																				
Y	3	1	MA	1	28.791																				
Y	3	1	MA	2	35.970																				
Y	3	1	MA	3	47.304																				
Y	3	1	MA	4	54.818																				
Y	3	1	MA	5	46.419																				
Y	3	4	MA	1	28.843																				
Y	3	4	MA	2	34.490																				
Y	3	4	MA	3	32.145																				
Y	3	4	MA	4	41.333																				
Y	3	4	MA	5	45.947																				
Y	4	2	MA	1	32.222																				
Y	4	2	MA	2	19.410																				
Y	4	2	MA	3	19.116																				
Y	4	2	MA	4	20.167																				
Y	4	2	MA	5	20.268																				
Y	4	5	MA	1	27.306																				
Y	4	5	MA	2	26.525																				
Y	4	5	MA	3	16.704																				
Y	4	5	MA	4	30.079																				
Y	4	5	MA	5	29.160																				
Z	3	5	MA	1	29.873																				
Z	3	5	MA	2	28.296																				
Z	3	5	MA	3	23.566																				
Z	3	5	MA	4	14.037																				
Z	3	5	MA	5	31.003																				
Z	3	6	MA	1	32.618																				
Z	3	6	MA	2	22.510																				
Z	3	6	MA	3	26.638																				
Z	3	6	MA	4	29.364																				
Z	3	6	MA	5	31.480																				
AA	1	2	MA	1	51.024																				
AA	1	2	MA	2	22.696																				
AA	1	2	MA	3	50.907																				
AA	1	2	MA	4	50.312																				
AA	1	2	MA	5	20.169																				
AA	1	7	MA	1	18.446																				
AA	1	7	MA	2	20.259																				
AA	1	7	MA	3	46.105																				
AA	1	7	MA	4	25.419																				
AA	1	7	MA	5	52.227																				
AA	2	1	MA	1	21.746																				
AA	2	1	MA	2	22.788																				
AA	2	1	MA	3	35.330																				
AA	2	1	MA	4	34.552																				
AA	2	1	MA	5	52.219																				
AA	2	2	MA	1	15.001																				
AA	2	2	MA	2	19.626																				
AA	2	2	MA	3	33.788																				
AA	2	2	MA	4	22.066																				
AA	2	2	MA	5	21.508																				
AB	1	4	MA	1	64.428																				
AB	1	4	MA	2	265.658																				
AB	1	4	MA	3	395.590																				
AB	1	4	MA	4	234.733																				
AB	1	4	MA	5	35.293																				
AB	1	5	MA	1	69.933																				
AB	1	5	MA	2	271.589																				
AB	1	5	MA	3	294.105																				
AB	1	5	MA	4	202.466																				
AB	1	5	MA	5	37.540																				
AB	2	3	MA	1	78.336																				
AB	2	3	MA	2	322.357																				
AB	2	3	MA	3	256.876																				
AB	2	3	MA	4	152.409																				
AB	2	3	MA	5	124.704																				
AB	2	4	MA	1	212.005																				
AB	2	4	MA	2	192.460																				
AB	2	4	MA	3	228.436																				
AB	2	4	MA	4	102.515																				
AB	2	4	MA	5	181.882																				
AB	3	3	MA	1	137.097																				
AB	3	3	MA	2	179.003																				
AB	3	3	MA	3	60.020																				
AB	3	3	MA	4	139.176																				
AB	3	3	MA	5	202.466																				
AB	3	6	MA	1	163.055																				
AB	3	6	MA	2	89.755																				
AB	3	6	MA	3	243.698																				
AB	3	6	MA	4	160.370																				
AB	3	6	MA	5	156.227																				
AC	1	4	MA	1	39.601																				
AC	1	4	MA	2	28.607																				
AC	1	4	MA	3	43.540																				
AC	1	4	MA	4	29.608																				
AC	1	4	MA	5	39.071																				
AC	1	5	MA	1	32.016																				
AC	1	5	MA	2	32.927																				
AC	1	5	MA	3	35.368																				
AC	1	5	MA	4	36.177																				
AC	1	5	MA	5	25.667																				
AC	2	2	MA	1	30.015																				
AC	2	2	MA	2	33.290																				
AC	2	2	MA	3	9.675																				
AC	2	2	MA	4	23.791																				
AC	2	2	MA	5	29.230																				
AC	2	4	MA	1	34.315																				
AC	2	4	MA	2	35.740																				
AC	2	4	MA	3	12.688																				
AC	2	4	MA	4	23.885																				
AC	2	4	MA	5	38.559																				
AD	1	3	MA	1	86.575																				
AD	1	3	MA	2	60.022																				
AD	1	3	MA	3	57.307																				
AD	1	3	MA	4	53.593																				
AD	1	3	MA	5	93.732																				
AD	1	5	MA	1	85.447																				
AD	1	5	MA	2	78.715																				
AD	1	5	MA	3	81.049																				
AD	1	5	MA	4	115.878																				
AD	1	5	MA	5	105.405																				
AD	2	2	MA	1	74.021																				
AD	2	2	MA	2	39.255																				
AD	2	2	MA	3	36.761																				
AD	2	2	MA	4	120.078																				
AD	2	2	MA	5	41.794																				
AD	2	4	MA	1	58.418																				
AD	2	4	MA	2	51.917																				
AD	2	4	MA	3	41.192																				
AD	2	4	MA	4	26.843																				
AD	2	4	MA	5	72.684																				
AD	3	2	MA	1	129.732																				
AD	3	2	MA	2	79.856																				
AD	3	2	MA	3	81.118																				
AD	3	2	MA	4	54.379																				
AD	3	2	MA	5	63.869																				
AD	3	3	MA	1	119.432																				
AD	3	3	MA	2	51.139																				
AD	3	3	MA	3	50.797																				
AD	3	3	MA	4	37.438																				
AD	3	3	MA	5	71.811																				
AD	4	3	MA	1	35.809																				
AD	4	3	MA	2	25.566																				
AD	4	3	MA	3	48.394																				
AD	4	3	MA	4	29.594																				
AD	4	3	MA	5	47.995																				
AD	4	8	MA	1	31.814																				
AD	4	8	MA	2	33.361																				
AD	4	8	MA	3	53.538																				
AD	4	8	MA	4	100.554																				
AD	4	8	MA	5	30.816																				
AE	1	3	MA	1	33.913																				
AE	1	3	MA	2	59.351																				
AE	1	3	MA	3	46.046																				
AE	1	3	MA	4	83.755																				
AE	1	3	MA	5	48.739																				
AE	1	6	MA	1	56.724																				
AE	1	6	MA	2	39.400																				
AE	1	6	MA	3	100.443																				
AE	1	6	MA	4	51.987																				
AE	1	6	MA	5	73.395																				
AF	1	3	MA	1	44.358																				
AF	1	3	MA	2	98.216																				
AF	1	3	MA	3	93.478																				
AF	1	3	MA	4	90.737																				
AF	1	3	MA	5	74.814																				
AF	1	6	MA	1	92.908																				
AF	1	6	MA	2	130.664																				
AF	1	6	MA	3	37.350																				
AF	1	6	MA	4	68.395																				
AF	1	6	MA	5	67.062																				
