	PD_whole_tree	chao1	observed_otus	shannon	simpson
L.035.M5	40.0	9.0	9.0	2.75030477895	0.804583666155
L.035.M5.1	37.0	9.0	9.0	2.88398247419	0.853643966547
T.CS.116	59.0	16.0	16.0	2.56481917257	0.684527407502
T.CS.119	30.0	7.0	7.0	1.91980935145	0.667009589287
T.CS.163	49.0	12.0	12.0	2.75191235579	0.799915115094
CS.029	38.0	8.0	8.0	2.9286542605	0.86342917871
CS.096	27.0	6.0	6.0	2.01487335478	0.696734464099
CS.101	31.0	7.0	7.0	2.28552403834	0.758244939339
CS.115	80.0	19.5	19.0	3.25105632143	0.860244869772
CS.182	57.0	14.0	14.0	3.45148637688	0.890774505881
CS.349	67.0	15.0	15.0	2.94824123734	0.807233978858
CS.389	61.0	17.0	17.0	3.7674378804	0.914278542343
CS.390	56.0	14.0	14.0	2.94640680628	0.840505599659
CS.391	73.0	17.0	17.0	3.01070752404	0.814232090079
CS.393	42.0	9.0	9.0	2.67695849994	0.803576371286
L.001.M2.NOSAMPLE	29.0	7.0	7.0	2.24178911409	0.71888671875
L.036.M6	25.0	6.0	6.0	1.93419312804	0.66315857438
L.025.M6	33.0	7.0	7.0	2.04367195798	0.718024673884
T.CS.093	46.0	11.0	11.0	2.91486221887	0.843006489537
T.CS.162	41.0	9.0	9.0	2.09795565474	0.697616301423
T.CS.019	24.0	5.0	5.0	1.7064086586	0.611549610661
CS.086	34.0	7.0	7.0	2.60776637319	0.819625187881
CS.166	53.0	14.0	14.0	2.93933543479	0.805585471965
CS.233	23.0	5.0	5.0	2.04849105545	0.727708863467
CS.283	44.0	10.0	10.0	2.79381801949	0.82492399471
CS.372	76.0	21.0	21.0	4.01142477838	0.928226136971
