	PD_whole_tree	chao1	observed_otus	shannon	simpson
CS.003	35.3463	208.0	208.0	4.946243009	0.920808579864
T.CS.009	41.58446	290.0	290.0	4.9876817731	0.922676400678
CS.190	37.48921	257.0	257.0	5.32150881028	0.949577213519
CS.159	34.92812	230.0	230.0	4.91922872528	0.929817587014
CS.205	27.76383	189.0	189.0	4.87319640818	0.936806680746
L.025.M2	28.07739	219.0	219.0	5.16244521569	0.938127584189
IMP000.L.T30	30.28926	229.0	229.0	5.02871637901	0.941229395378
T.CS.133	44.54311	329.0	329.0	5.58027154769	0.963382301369
L.008.M5	33.41854	252.0	252.0	5.69313266516	0.964333261822
IMP000.L.T05	35.54123	259.0	259.0	5.35728404529	0.950169886322
TFSCS021	36.00874	287.0	287.0	5.49019678311	0.955066987595
T.CS.042	33.40928	237.0	237.0	5.08185520612	0.913274113778
CS.163	28.76292	208.0	208.0	4.94317568378	0.941783000852
IMP000.L.T03	29.51055	227.0	227.0	5.21602861092	0.946210625126
L.005.M5	33.39439	241.0	241.0	4.68014306448	0.918724686795
CS.099	29.86644	202.0	202.0	4.41516682036	0.857003261251
CS.274	34.93676	235.0	235.0	5.03660755868	0.944453662421
CS.139	25.91616	194.0	194.0	4.74366524363	0.927143545574
L.012.M1	33.31235	231.0	231.0	5.43224086122	0.963531447709
IMP000.L.T26	43.1233	335.0	335.0	5.26169386207	0.951414561767
IMP000.L.T40	28.83448	220.0	220.0	5.19391380655	0.943488355618
T.CS.084	29.09562	200.0	200.0	5.00897884727	0.922560758388
CS.151	34.86285	224.0	224.0	5.43538640408	0.954022130171
CS.269	25.46956	163.0	163.0	4.55141919827	0.928304334814
TFSCS024	34.25545	270.0	270.0	4.94434484666	0.940992640796
L.008.M4	35.59218	271.0	271.0	5.60784678	0.963673118072
T.CS.096	35.13444	232.0	232.0	4.94197488304	0.924706868946
L.006.M3	35.77155	241.0	241.0	5.03313760401	0.936052724499
CS.334	31.1092	209.0	209.0	5.16752849396	0.952961398457
L.012.M3	27.52715	179.0	179.0	5.12415929491	0.944606580409
IMP000.L.T27	32.11333	243.0	243.0	5.16461597329	0.949830651335
T.CS.098	37.47588	261.0	261.0	5.31039149537	0.946551653156
CS.033	33.55932	230.0	230.0	5.30755802263	0.952427005988
CS.282	32.1169	224.0	224.0	5.04896400589	0.946735924278
CS.335	28.04788	202.0	202.0	4.45197689556	0.926533516522
T.CS.049	34.97198	260.0	260.0	5.01293259322	0.939763858934
CS.011	38.56446	260.0	260.0	5.56878362146	0.950336783722
L.004.M6	35.76133	241.0	241.0	4.931951401	0.925793698865
L.005.M6	29.42663	207.0	207.0	4.54961444447	0.906196477772
CS.137	43.07354	311.0	311.0	5.13928770203	0.949109885912
CS.001	35.70307	227.0	227.0	5.46297307673	0.959996205927
L.005.M4	33.54145	238.0	238.0	4.87986391953	0.921529618162
L.006.M2	33.88991	210.0	210.0	4.91487607789	0.943654933107
CS.141	32.96761	237.0	237.0	5.11958234052	0.941009067987
T.CS.020	54.95719	352.0	352.0	5.44847361185	0.956353784884
L.006.M6	42.10299	297.0	297.0	5.55318633125	0.954575804802
CS.296	36.10934	238.0	238.0	4.93435367438	0.928981559947
CS.092	34.57655	231.0	231.0	5.58115733148	0.959861547278
L.007.M6	39.30992	248.0	248.0	4.87361981187	0.923061209288
T.CS.149	30.69715	196.0	196.0	5.01857602682	0.934530274899
T.CS.097	30.72192	207.0	207.0	4.64373767539	0.90944491448
L.004.M3	36.39581	232.0	232.0	5.2426612976	0.948448151948
L.006.M1	30.34781	220.0	220.0	5.57003079686	0.96190630855
L.007.M4	34.31398	210.0	210.0	5.22459322499	0.945650233389
L.012.M6	32.44588	208.0	208.0	5.6849164377	0.971299598898
CS.260	32.6989	212.0	212.0	5.14048483525	0.946846298746
L.025.M6	31.89889	258.0	258.0	5.05808926156	0.942386092188
L.004.M4	35.41458	234.0	234.0	4.86192287254	0.913343238648
CS.109	37.36185	253.0	253.0	5.38188703006	0.938986906606
CS.007	32.37496	214.0	214.0	4.55769514805	0.885312638407
CS.366	23.23022	160.0	160.0	4.58444317558	0.923104323262
T.CS.139	41.50751	302.0	302.0	5.18508947303	0.933591549107
T.CS.014	38.1837	247.0	247.0	5.21463069341	0.94505905333
T.CS.069	48.42839	346.0	346.0	5.46097555761	0.953382581098
T.CS.081	33.86272	268.0	268.0	4.739177411	0.917764075694
CS.297	33.96901	233.0	233.0	4.5931376679	0.896343895035
T.CS.090	27.04587	167.0	167.0	4.13937188677	0.860354365625
IMP000.L.T19	34.87488	251.0	251.0	5.21686125039	0.945892041158
T.CS.071	36.11099	266.0	266.0	4.85297577163	0.913001644468
T.CS.003	40.52313	297.0	297.0	4.92292060193	0.932952307969
TFSCS027	37.62225	309.0	309.0	4.45160466795	0.912015684949
T.CS.087	28.77381	182.0	182.0	4.36919360822	0.903325024448
CS.098	28.92527	163.0	163.0	5.25773804961	0.953234858603
L.025.M5	33.00403	250.0	250.0	5.3815790559	0.956890055099
T.CS.018	32.84107	243.0	243.0	5.18609031271	0.94167727204
IMP000.L.T17	31.7292	242.0	242.0	5.29085008481	0.950144728417
L.012.M2	31.33532	233.0	233.0	5.37655092615	0.956914386704
IMP000.L.T02	34.74417	269.0	269.0	5.52534956675	0.956024584477
CS.047	24.97274	162.0	162.0	4.97787276454	0.945833099484
CS.083	37.86415	277.0	277.0	5.87372824344	0.968783803768
CS.009	24.84901	165.0	165.0	5.12887938146	0.955649637024
